file,condition,mean,std,min,max,n_turns
CONVERSATION_RESUME_Ursula_AntiPeace_Downside.txt,scaffold,0.6561934385034773,0.11653919956937113,0.41446051001548767,0.7966551780700684,9
CONVERSATION_RESUME_Yasmin_ProPeace_Downside.txt,scaffold,0.6391800343990326,0.10760087498418158,0.38942959904670715,0.791588306427002,9
CONVERSATION_RESUME_Alice_Leader_Ranger.txt,scaffold,0.6042860703808921,0.06696265832996315,0.49569687247276306,0.6932421326637268,7
CONVERSATION_RESUME_Lorelai_ProPeace_Ranger.txt,scaffold,0.6183074712753296,0.10237171606134061,0.39661359786987305,0.7324908971786499,9
CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,scaffold,0.5886528454720974,0.09761563884782633,0.3971472382545471,0.7105875015258789,8
CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,scaffold,0.6000434868037701,0.08087086720012478,0.44553616642951965,0.7027356624603271,8
CONVERSATION_RESUME_Ursula_AntiPeace_Downside.txt,scaffold,0.6096609383821487,0.08930221317572451,0.42497485876083374,0.74679034948349,8
CONVERSATION_RESUME_Yasmin_ProPeace_Downside.txt,scaffold,0.5756386741995811,0.08808680270709497,0.431751012802124,0.7215947508811951,8
CONVERSATION_RESUME_Alice_Leader_Ranger.txt,scaffold,0.630796879529953,0.07258341432320331,0.45317620038986206,0.6958171129226685,8
CONVERSATION_RESUME_Lorelai_ProPeace_Ranger.txt,scaffold,0.6174933165311813,0.09914548359648645,0.42877423763275146,0.7132822871208191,8
CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,scaffold,0.6058772467076778,0.10215111806174029,0.40333715081214905,0.7421185374259949,8
CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,scaffold,0.5972286947071552,0.08731399925178487,0.4204183518886566,0.7516626119613647,8
CONVERSATION_RESUME_Ursula_AntiPeace_Downside.txt,scaffold,0.6496995538473129,0.12124183018179431,0.46170496940612793,0.8159829378128052,8
CONVERSATION_RESUME_Yasmin_ProPeace_Downside.txt,scaffold,0.6341284103691578,0.1213653573530275,0.3833806812763214,0.7898238897323608,8
CONVERSATION_RESUME_Alice_Leader_Ranger.txt,scaffold,0.6352061861091189,0.08784843441572034,0.49782004952430725,0.7342919111251831,9
CONVERSATION_RESUME_Lorelai_ProPeace_Ranger.txt,scaffold,0.6170009709894657,0.09120189586174943,0.42640313506126404,0.7397123575210571,8
CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,scaffold,0.5913750343024731,0.10124770508848085,0.3487888276576996,0.697146475315094,8
CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,scaffold,0.5342149473726749,0.11221056836673819,0.36400699615478516,0.7168881893157959,8
CONVERSATION_RESUME_Ursula_AntiPeace_Downside.txt,scaffold,0.6653080955147743,0.10547371536315354,0.5265896320343018,0.8140975832939148,8
CONVERSATION_RESUME_Yasmin_ProPeace_Downside.txt,scaffold,0.6162641756236553,0.09724727682402277,0.47166940569877625,0.7543718814849854,8
